Subject;Menu;engagement;memorization;attraction;workload;Duration;engagementDistance;memorizationDistance;attractionDistance;workloadDistance
49;Aarea;38,08633171;46,53396931;9,635973639;51,0855264;2899000;566,6069595;1117,832772;1289,097104;1037,318553
50;Aarea;25,21806132;7,517683979;-18,71683078;15,13514255;4000000;564,9498443;622,7833187;1428,857837;709,256477
51;Aarea;44,43738642;5,320995049;15,7997442;23,41644531;4797000;586,2323875;637,6883075;1187,776333;757,9576174
52;Aarea;15,7895227;34,32115435;-18,48450086;32,68218802;7199000;909,0058796;1054,450832;2043,995375;872,4616662
53;Aarea;30,31482152;28,73157051;0,706610765;33,22752697;2211000;558,1764768;565,6018557;1272,139558;675,526729
81;Aarea;39,91592871;3,976384932;38,49618407;6,125579363;2176000;515,3200504;735,7124885;1347,397274;924,2187458
82;Aarea;36,20713093;11,51414162;24,27914116;27,93324773;3008000;570,020521;627,4264911;1108,259631;593,564698
83;Aarea;27,99345648;34,4460895;-10,82921819;48,8400263;2261000;508,2657093;579,504903;1097,517729;911,388742
84;Aarea;24,18412486;7,881784186;52,21168486;41,95352508;1699000;608,4586121;715,4134118;1134,722909;827,7775475
85;Aarea;35,90656822;23,08871236;-5,232060019;42,86822969;2574000;798,9563643;539,3365301;1146,626928;657,4524482
86;Aarea;43,50437465;7,835984956;-5,483201707;37,19458231;3676000;631,9128542;696,4759192;1271,832519;786,1388743
87;Aarea;22,44521857;38,06314034;31,44054105;33,44039578;2160000;547,9540431;706,3757781;1141,251995;621,0985542
88;Aarea;8,476986325;16,11046958;-42,4660798;25,2768994;2485000;751,1239951;559,8614504;1513,079561;718,9575685
89;Aarea;66,30797086;9,85093445;-3,307490527;32,26555359;2523000;726,8371942;610,1804105;1169,558632;587,1354866
90;Aarea;23,12806864;16,45474389;-12,98249662;45,81574552;6582000;606,4088073;671,1975868;1382,239092;1020,361362
91;Aarea;36,58160801;35,26960629;18,02359834;49,86895313;14688000;1204,967474;1707,920023;2978,628034;1714,864668
92;Aarea;52,42147491;26,15888751;-10,25220793;32,21961113;2047000;881,1946893;513,0913956;1233,091781;610,123567
93;Aarea;34,82398163;36,69687851;0,992317571;43,63256231;2516000;578,0383336;711,7449913;1258,085669;624,5656288
94;Aarea;24,52611506;14,11740501;2,235525089;25,76847358;2715000;502,9846102;566,0728913;1257,510002;678,6264853
95;Aarea;25,06432702;25,02225183;14,66839905;19,26507239;3996000;777,282957;779,8844904;1197,087603;718,1488414
96;Aarea;38,99521388;23,35187465;-27,56615339;46,12451236;7109000;675,6475502;851,2794954;1909,212486;944,071065
97;Aarea;56,07901099;40,61765668;-7,614117373;36,85214285;3266000;607,1019311;825,2612798;1178,137597;642,4819824
31;Blinking;27,85444071;35,66597717;-44,96766319;21,83838244;1703000;504,2462144;429,3410858;1443,456771;440,2304392
32;Blinking;41,99627919;34,97102515;10,98807867;38,68879039;4899000;729,1105538;891,3089111;1925,66467;746,224951
33;Blinking;17,97260608;18,74952335;5,73207653;19,85330298;1422000;633,4276102;376,8413897;970,4065301;474,0681446
34;Blinking;23,06920995;19,4338098;-23,05770072;23,57656333;4789000;651,0007908;725,446938;1553,595427;706,7560358
35;Blinking;53,74591217;10,54817754;44,51357529;39,67237094;2500000;553,429594;457,5514279;1217,025523;566,9106245
36;Blinking;70,17264064;7,899282894;2,832156132;29,95129714;2199000;800,8430973;450,0999006;1067,866919;547,0811942
37;Blinking;34,00213841;13,37833346;49,56837151;7,567674585;1801000;375,3174909;350,2027434;1226,411147;572,3469118
38;Blinking;40,57807538;38,58130363;-20,04571002;25,03409456;2403000;515,9821179;788,9503633;1110,249493;552,092926
39;Blinking;36,75489518;16,29428703;31,90093115;15,05525593;2699000;744,1685988;447,7026631;1203,589324;512,6621978
40;Blinking;27,89648057;36,38298374;37,32731583;59,72842475;2301000;581,4239394;766,0996604;1103,659421;890,8125524
41;Blinking;79,28835183;1,693221917;-70,53907456;10,39000266;2199000;851,0738222;550,8535952;1672,087277;557,3274794
42;Blinking;73,68977041;3,607422762;5,284849812;11,91771088;2500000;870,9954515;506,9679388;1355,897939;513,9043611
43;Blinking;38,75846868;25,31726021;6,191763225;15,47764584;1801000;496,1293251;374,8469087;993,2521465;484,581275
44;Blinking;39,77808448;37,8717758;37,3238951;46,01750744;1500000;511,7397435;465,2498417;1344,671635;590,343174
45;Blinking;57,17757173;7,351644733;53,77216227;17,50106007;2398000;723,2740545;372,5374996;1166,849925;665,0846169
46;Blinking;38,17451064;39,27268192;15,52544419;71,44214278;1899000;484,7482174;500,918866;926,8091087;792,3601507
47;Blinking;19,10094537;25,90193818;-11,30697677;24,05411343;1898000;624,3826214;647,0935262;1246,128816;537,2924874
48;Blinking;39,30555967;7,023028761;47,49921851;36,28607419;2398000;468,8217948;430,0116751;982,5569638;539,3928145
49;Blinking;34,78883068;15,24781781;-16,16883537;34,23447229;2398000;540,2862454;412,5514635;1343,1667;654,6167101
50;Blinking;30,32193077;12,79888164;7,94935018;24,94969476;2301000;469,320956;409,3704651;1328,837166;754,8013386
51;Blinking;30,03951626;58,99703874;45,80651463;59,39758329;2402000;555,4618967;1069,347186;1306,751636;910,5540319
52;Blinking;12,2204388;18,97726738;41,2019945;16,09119503;2102000;631,6771432;399,2764525;1306,443539;488,8164486
53;Blinking;17,77146156;7,076236005;-18,63778527;12,4844129;1325000;679,2451315;442,1353065;1029,00893;547,6154866
81;Blinking;60,090407;8,026234729;30,0031997;23,16104828;1793000;695,9959032;435,8084501;1269,887145;449,191976
82;Blinking;26,09132737;14,38950416;-33,84448492;41,58291072;1058000;410,401077;408,7585462;1585,661255;657,158426
83;Blinking;39,56633715;26,26141656;50,17648919;73,72523051;1512000;549,0203127;439,2714276;1012,086051;681,4465535
84;Blinking;59,69113392;11,20201236;7,886645892;8,322983611;1442000;669,007781;474,462823;1136,395674;654,0950625
85;Blinking;18,13392199;26,26309928;18,0686896;37,98158857;1399000;613,397392;685,9171367;1012,440869;716,722054
86;Blinking;44,14906035;10,06703766;-1,308284114;30,9950083;1914000;498,5479357;395,5781057;883,9517802;476,801271
87;Blinking;25,56305524;35,19187014;-8,574288533;32,3546159;1871000;514,4693254;420,1456255;1190,758084;498,4558503
88;Blinking;61,4044407;25,11634194;0,568932806;14,855154;3184000;766,2144182;507,1325031;1401,95816;550,6293773
89;Blinking;34,8898165;34,38009943;-6,521479311;21,43798516;1519000;413,7227664;578,1551927;1116,597002;443,5128408
90;Blinking;41,00265137;28,06309654;-19,67446663;33,67951086;3449000;709,0433559;833,2531534;1270,768313;824,0358882
91;Blinking;58,38384212;6,931210984;43,6040818;43,3872072;2844000;787,8603502;439,0305799;1199,154273;717,4813885
92;Blinking;39,83999281;18,79734713;-7,539182639;44,99931659;2410000;491,239051;404,5603488;985,2813645;527,6443169
93;Blinking;58,51890103;11,95331617;16,80163894;13,19544722;1527000;524,7889431;356,6801212;1058,254504;451,6748361
94;Blinking;17,92742866;9,913629447;11,65109846;14,71858005;1922000;584,4873163;391,1148124;1041,229217;501,6386809
95;Blinking;16,54123522;14,29950626;18,85404118;24,87412856;1414000;574,4295208;393,6277211;1235,29489;498,8233423
96;Blinking;37,22916796;11,09417855;77,04985757;22,82223267;1141000;434,793589;389,1280604;1770,199056;474,5851134
97;Blinking;58,95358184;23,02161207;17,58023443;33,50887202;4508000;792,4413507;598,9535334;1277,083947;614,0639158
31;Bolding;31,36299665;12,07760197;34,8862506;16,233966;1199000;444,7435223;384,7661512;1127,706954;478,7491118
32;Bolding;40,10436472;14,6835404;-4,138268719;35,7832761;4402000;523,3072653;469,0433338;1714,533901;799,2051794
33;Bolding;34,10258532;8,511771734;39,89870865;24,90526589;1410000;435,1360054;441,8957256;1311,721393;473,2432547
34;Bolding;51,14372513;24,09943474;-3,882119602;42,18592898;7199000;1137,116783;1026,803797;2196,59265;1008,993374
35;Bolding;41,53103045;19,59079935;3,099250822;59,14925213;800000;458,6179955;382,460594;1048,572446;434,6978192
36;Bolding;70,63763028;2,224676532;62,43359281;10,99347527;1399000;542,0408514;548,4914852;1433,309763;619,0838022
37;Bolding;38,02332641;29,85099645;-23,97940115;39,52656781;2301000;601,4969283;715,3354334;1471,799347;532,5946645
38;Bolding;26,37564249;21,2795189;-11,96422245;36,74825229;2000000;487,9819598;363,5689484;1045,375309;562,2664816
39;Bolding;14,71058479;21,20697558;-0,20803815;39,36313052;3699000;665,6635832;420,5615176;1205,114085;853,9049859
40;Bolding;37,8689457;33,19571898;-11,50977009;49,03756355;1300000;583,423057;464,6606846;1045,461085;497,7694405
41;Bolding;22,16950129;14,19150763;28,14142118;25,7739913;1500000;532,5753635;361,4156314;1187,904058;452,0600121
42;Bolding;37,75512274;9,393037398;-4,772161309;18,72514016;1402000;528,2018341;369,5235163;1290,705931;456,5892976
43;Bolding;40,62908623;35,29035322;14,97286631;13,85948109;8301000;1152,276195;1279,279251;1801,018364;693,9942945
44;Bolding;25,06253293;16,36320141;-30,73066058;30,13726464;1800000;455,8070277;415,0722975;1174,111308;421,2518311
45;Bolding;49,10938109;13,95377805;-46,05175875;9,390277306;1797000;576,0672147;474,3086303;1268,844566;639,7072334
46;Bolding;47,63130695;35,51301549;32,888962;43,00140512;1700000;500,4112098;828,0093688;1233,632706;839,6769676
47;Bolding;16,78803945;49,34122592;-8,891563854;62,35095715;2402000;634,8134404;926,6166974;1249,938098;924,4494724
48;Bolding;49,28920866;9,14098081;-5,627829914;47,58952015;1500000;486,1221437;406,4080565;1521,219952;511,1352474
49;Bolding;30,73782607;6,620631096;-18,62889539;30,94751952;2500000;495,2994685;476,3500052;1193,528856;583,7879282
50;Bolding;26,49674916;37,41615623;-16,6170931;49,12461753;1402000;472,4575586;417,215819;889,5757228;690,853498
51;Bolding;55,07413763;20,96957042;-12,51458508;27,9778797;2797000;610,5993367;394,8333027;1379,149045;422,9343432
52;Bolding;17,7506273;21,84697149;3,905014938;20,88756841;9500000;730,4065614;806,3432587;2285,838261;876,0990778
53;Bolding;48,62150618;16,8293921;-15,80816581;18,11294967;2398000;506,9016714;454,3548681;1267,425895;536,3339056
81;Bolding;51,9286145;11,9487194;-27,46334685;10,28746041;1821000;587,9745132;409,9286716;1145,669592;552,3998683
82;Bolding;39,2640703;6,769164715;25,7334627;40,57174948;879000;453,6744712;407,5887073;1092,698585;622,4114495
83;Bolding;19,30225361;20,3488705;4,894945199;33,54747491;921000;570,5949732;455,5395373;962,8313991;460,7770092
84;Bolding;72,12180899;5,733093681;-8,406429946;24,48973794;1214000;765,6681259;392,3724413;942,7860796;415,2912187
85;Bolding;15,27093175;37,525065;-57,74614303;26,67819964;1570000;555,5311629;658,2017961;1550,279585;522,2245714
86;Bolding;69,85392675;2,929689431;69,02948198;41,45171559;1570000;540,3265245;369,6488643;1455,559467;574,4424363
87;Bolding;49,07515314;27,74204578;-32,17279823;26,16319112;1382000;557,522247;445,2149138;945,4635986;484,5032089
88;Bolding;66,51154926;3,330401319;-68,77716874;4,235281767;1058000;494,206574;437,2839479;1745,658316;697,6456616
89;Bolding;77,06876317;8,399169784;43,16344673;24,55937268;1868000;780,2536552;389,0714488;1413,29243;510,3303225
90;Bolding;28,39998998;6,434973861;57,81525283;27,38852584;1394000;539,5578612;408,4133946;1424,872436;430,3584916
91;Bolding;63,09032478;10,01558239;69,13275321;27,72951398;1785000;786,6463117;424,1272252;1498,612424;678,8371369
92;Bolding;20,18812143;37,20361204;3,57423966;48,1045977;1465000;533,6876946;491,8705736;1226,467684;538,0334843
93;Bolding;35,29156427;2,899020557;8,259738877;19,63429116;976000;454,2358299;525,0744956;1026,927312;447,6983324
94;Bolding;21,76753911;26,90989466;0,571727974;30,63543559;1883000;522,420766;671,7194558;929,8707354;471,6334784
95;Bolding;9,395821994;17,85155531;12,43887724;28,09317012;938000;666,4878425;353,876598;923,6640672;426,3967161
96;Bolding;33,98465315;31,91256207;-34,50562158;43,77369981;3008000;457,4105274;452,2238462;1158,588801;537,6540405
97;Bolding;80,61299001;24,10222565;-40,0398526;23,11041796;1653000;867,5852943;380,0201872;1019,525811;393,8619481
31;Boxing;44,86750156;19,42348155;-40,82345938;30,55113235;2500000;459,9642861;411,2344897;977,7694985;466,4996237
32;Boxing;31,50154304;61,91209865;-29,35653555;62,90503623;2801000;558,3373338;916,9104277;1177,921415;707,1147558
33;Boxing;45,61183322;12,51988412;35,82383575;20,47340183;1695000;381,6477087;423,0917332;1077,428016;649,0112162
34;Boxing;32,85020469;15,96240748;-12,03215755;34,88061277;4250000;564,2129784;441,9073131;1339,814546;697,7386773
35;Boxing;35,79025697;13,21844785;-26,45212846;19,29335283;1500000;460,2077211;463,5346941;919,1243262;578,1735321
36;Boxing;42,96341035;3,268807428;14,16742757;11,97662842;1800000;398,1649296;587,331496;1263,71273;650,0951341
37;Boxing;58,24394077;31,05318352;-27,37141325;46,1059086;2199000;761,7262089;731,5527073;1119,227921;618,5228137
38;Boxing;47,87292434;19,47023622;46,97481557;44,12104235;1899000;436,6940067;491,3680417;946,3126354;673,3841589
39;Boxing;37,30977271;13,69170083;33,60662752;17,6888589;2000000;575,5461306;512,3027941;1202,479083;656,9341881
40;Boxing;62,58775822;13,83157982;1,934751077;4,916415833;1903000;644,1903804;432,0141935;950,7047064;833,3454914
41;Boxing;39,8989024;19,45063137;8,561966378;16,59132446;1800000;390,4414905;371,5870598;969,574421;553,9685072
42;Boxing;39,16175438;24,25136889;5,874284456;36,04127388;2399000;424,1731442;470,3359312;1030,742766;486,2247033
43;Boxing;19,29883247;42,82697765;46,11896884;61,03939677;1300000;455,2689295;414,8489552;1050,910506;541,0870862
44;Boxing;18,17002204;33,34685483;-35,57868195;31,36032242;1801000;546,2544164;390,7304581;929,009288;396,5554771
45;Boxing;52,44458133;35,4210587;25,57521895;22,11917849;2098000;534,2395554;561,3706179;1019,697024;517,2027063
46;Boxing;33,85197326;23,88924428;7,1326502;20,3011783;2203000;501,3676845;348,1020819;875,7478853;584,5818422
47;Boxing;48,88965796;16,29089764;42,29349136;33,35924055;2398000;495,576946;487,8237523;1177,001877;491,4186674
48;Boxing;38,34739613;8,635296106;-7,339869164;34,43272244;2199000;459,6371145;511,5683487;813,3020497;413,4095081
49;Boxing;24,22667711;29,8053096;-37,85244106;49,40552294;2699000;460,896944;564,5579459;1103,767719;650,1369809
50;Boxing;37,2569496;24,25202965;-33,13976089;43,31877931;3500000;394,5513178;576,800816;1195,496745;639,1507064
51;Boxing;60,13499791;14,61721107;-35,67213811;56,03403811;2801000;636,5263145;408,9828297;1342,103035;626,4302273
52;Boxing;9,522449095;42,59655811;-28,07829685;35,51528138;1699000;657,4226869;531,2075198;1028,524557;514,543062
53;Boxing;34,43002974;11,76950144;-13,20815539;46,84721334;2773000;479,1648332;455,4259315;943,363797;551,2437795
81;Boxing;64,08522161;7,189828009;-13,17470887;31,63555217;1700000;573,4892317;485,6497359;867,5732297;390,8848333
82;Boxing;25,12605062;48,21609935;27,85974065;68,5626637;1324000;448,0215812;703,2248312;1121,406952;738,0462902
83;Boxing;25,98497598;33,10429549;-9,121420302;40,95351133;1410000;481,3830827;351,7519376;900,7033796;586,3068429
84;Boxing;53,03412286;14,45132114;60,49146288;33,48248993;1211000;413,5313703;382,9839776;1089,487533;510,1925384
85;Boxing;24,33194139;41,04357552;-23,41072492;41,39788192;1637000;488,4022661;557,1855389;964,0576003;407,6336671
86;Boxing;26,99660262;22,39532789;-27,35078239;49,4055495;1602000;427,5941909;489,8628268;1123,166382;774,0337175
87;Boxing;56,44209088;17,24320008;-8,028666296;37,76910035;1734000;501,9989526;446,250841;720,1280541;384,8772996
88;Boxing;25,14049652;22,18736866;-68,42296975;59,78119248;1914000;375,4215622;438,944734;1016,78427;593,2589363
89;Boxing;23,61566278;20,77754459;-18,79199511;24,14827591;1645000;385,8300346;372,7137657;883,8962452;454,377158
90;Boxing;25,49903405;26,66080749;-2,677544603;39,44390488;1645000;487,5168796;349,7912534;792,1055939;447,3922821
91;Boxing;66,14913784;16,20087731;-10,65171731;52,52047738;3043000;661,6308602;398,3655593;1232,891469;572,8109978
92;Boxing;28,68990373;34,34304594;-11,66735826;66,21377944;1106000;434,582754;463,3945574;874,1422618;807,1928201
93;Boxing;68,49277155;11,72652617;-68,01528775;36,94424859;1394000;727,5310428;459,401023;1445,926364;416,8686178
94;Boxing;22,62133209;7,792159896;-1,736364201;16,8384303;1813000;459,7272134;521,6960485;903,4941097;530,448008
95;Boxing;19,4550817;44,1812829;12,79227759;20,75520229;1559000;446,2506945;503,4981522;874,1789977;566,1168275
96;Boxing;37,205148;31,45434012;79,5934137;62,10131113;1410000;426,1527487;409,0915425;1847,744835;686,979703
97;Boxing;35,59830456;55,23571258;-24,48908655;52,06601571;2266000;417,2406127;885,6018879;1020,115964;607,06131
31;Colored;20,15020324;28,76918626;52,28288467;63,88361449;1500000;416,8857506;391,5620244;1350,559284;910,9956087
32;Colored;33,96484484;29,86536774;44,11656727;27,76295936;4098000;469,5671048;605,4169679;1522,415621;563,5685393
33;Colored;50,6309208;8,654405054;15,13693491;32,66970851;1571000;511,8336902;353,6073562;918,3939896;358,4909878
34;Colored;26,40831855;23,40828503;-9,413568494;34,10874745;4297000;681,5671331;624,5444783;1222,225203;679,4988076
35;Colored;19,37256909;13,18899003;5,52044112;35,42970854;797000;491,9061247;328,2138503;1232,474899;531,5399497
36;Colored;35,79425249;9,769722438;-6,27718518;26,42702609;3301000;569,3562433;399,7775325;1418,616545;776,4449239
37;Colored;52,79686014;7,923989084;-9,875661035;26,12700922;1898000;575,0258397;335,4650804;945,0038831;450,0511306
38;Colored;51,71019195;31,91981785;14,12806545;37,41163028;1699000;498,9613992;395,7863957;977,3775996;536,4916601
39;Colored;19,93803165;12,73078534;-8,893154124;25,49768556;2500000;460,9691196;301,4982591;771,767555;437,6194808
40;Colored;16,07822311;57,24534758;11,47345616;58,79077584;1000000;470,3983734;806,327167;982,0278054;806,3642419
41;Colored;25,98341204;19,23992944;-4,988935409;31,89795308;1399000;390,3535469;313,1201291;696,603982;426,0135471
42;Colored;17,67797742;5,603821123;21,71346695;6,237078559;1398000;400,872282;431,5525057;1004,531962;577,2907371
43;Colored;52,73429867;8,527994041;8,32359794;31,91688802;1203000;454,5681742;335,8989233;948,9297763;540,9597222
44;Colored;25,52701834;26,3768979;-14,19825663;54,15788297;1898000;488,690489;408,5352212;1045,205541;738,2017635
45;Colored;35,78435608;11,84166923;20,66357911;4,447839454;1699000;414,002821;314,0696647;880,3871251;647,9182961
46;Colored;58,85632823;30,24709666;-2,69368104;42,64578006;1301000;487,6622357;409,3804819;1103,731108;605,8723807
47;Colored;58,93233621;3,310151565;9,589085512;16,85651181;1597000;601,3209658;441,7865752;942,9387566;455,4250346
48;Colored;42,02525119;12,15920701;-22,24833742;33,57099863;1500000;463,5346138;346,8798695;887,1012854;435,3306079
49;Colored;50,48246628;40,72195132;-7,918591758;42,65923833;1898000;798,2252741;876,3652815;1101,341886;785,5747207
50;Colored;37,71350646;9,658705976;-5,313614079;24,52554993;2601000;441,4327055;411,0288955;1059,301538;444,2560331
51;Colored;30,67092867;16,78908626;45,76330696;31,62646215;1902000;406,4573082;344,7603776;1217,136389;457,7243488
52;Colored;21,28943571;7,952040831;12,93454771;7,868027185;1898000;498,6188915;336,8452095;870,6241998;579,2333239
53;Colored;19,98584821;33,87988702;44,8628177;49,16185796;1785000;452,2361001;462,146571;1067,304699;548,1122863
81;Colored;46,28486062;6,543419365;-38,93921361;18,03399734;1543000;447,0673955;385,6982449;1237,882314;392,9076802
82;Colored;12,37329105;14,5895163;3,130661121;21,48141304;1082000;524,4191284;307,1498703;993,8131838;422,9049629
83;Colored;48,55385657;31,67387024;-18,84396014;77,24981277;1347000;558,0744727;764,03958;870,6859655;909,4978692
84;Colored;17,7037535;11,16280775;10,68451046;26,17747014;1125000;484,2901658;361,5067316;1042,530002;407,6771419
85;Colored;25,42724643;30,74926908;-23,27338329;54,43885361;1278000;417,235401;537,8231939;874,7337053;471,5943691
86;Colored;35,13679502;7,688350967;-28,03463136;28,15766161;1957000;398,3417467;341,6730224;1019,204582;522,752493
87;Colored;23,97523213;17,34523061;6,107877297;31,47986228;1543000;395,0989915;325,0213;781,1743673;423,3222573
88;Colored;68,16224139;12,66151938;-41,44921007;9,8582824;1316000;745,4403218;324,7891243;1085,075731;548,6606356
89;Colored;44,95783776;5,348561206;-25,95737889;28,85106459;1727000;395,2690385;398,2987988;1145,054026;482,0976319
90;Colored;10,45930927;7,131317292;6,072288092;14,59914195;1808000;578,9163643;306,558287;770,9120644;447,8678713
91;Colored;62,8710692;9,875118135;-8,914902675;25,6301375;2457000;624,358803;336,8745542;1009,349727;531,6952762
92;Colored;74,67666852;8,610155144;-1,446927911;17,60565048;1305000;657,4170968;280,5876388;975,0148377;450,4553247
93;Colored;35,54755969;43,60479649;38,19627339;57,57072172;1070000;455,39068;552,2518677;1091,308286;581,3328715
94;Colored;31,20338115;18,4819696;19,99739537;13,16439329;1801000;369,3396075;377,0640582;1038,713821;451,8040095
95;Colored;23,59995278;48,84985582;-31,92671069;20,58079407;2809000;429,8895933;924,0391958;1243,731541;518,9657734
96;Colored;3,256448003;16,17226206;-42,79871724;16,18431781;859000;600,6539204;315,152714;1129,556989;465,6135553
97;Colored;66,9335705;30,93149438;-32,18376581;30,4166822;2035000;702,1364764;383,113733;1178,075715;525,7462151
31;Ephemeral;31,9820491;27,14850085;12,82443;34,79557687;1700000;433,7086486;334,8535584;850,8097186;449,5130652
32;Ephemeral;46,81876477;21,34852951;-10,01313668;31,59974902;12402000;1243,016468;946,0976334;2641,39518;1377,974258
33;Ephemeral;40,41671092;14,06464408;45,95406637;40,8002407;2344000;549,821684;390,7627417;1092,349981;619,6003314
34;Ephemeral;32,80608845;21,53505193;-13,15536965;23,27461811;7055000;1044,389022;740,1065025;1915,550173;664,3956222
35;Ephemeral;28,76316131;18,87783669;49,8913527;91,35328131;1000000;434,4327447;317,9877624;943,6541708;1196,41682
36;Ephemeral;79,7438564;5,294635697;25,67667086;22,35876786;2902000;784,7741664;362,4705779;1071,009025;658,5378109
37;Ephemeral;56,35817704;8,134409503;42,17361511;18,71911304;2399000;593,0032293;360,0839195;1053,160221;569,7999602
38;Ephemeral;29,7427658;26,57148833;77,11743286;46,35006454;1699000;473,7189341;418,1423013;1161,41496;524,9349204
39;Ephemeral;44,61375211;5,73702294;28,79467652;11,26880524;3000000;675,7250086;468,5761911;859,807154;639,1691275
40;Ephemeral;57,20260783;15,44783087;2,186749968;21,46025135;2000000;787,5387102;337,1219971;837,6453158;533,1665276
41;Ephemeral;51,08186039;8,760626102;51,67948279;20,20722516;2098000;570,6977426;392,419885;1219,290403;505,0148395
42;Ephemeral;36,31510905;11,19828301;62,294088;25,41580645;2199000;518,7901618;385,4560058;1199,785709;578,0974517
43;Ephemeral;19,94850462;19,58927052;-5,973083103;22,64789682;1598000;495,8788095;350,9275112;908,7164756;482,2079383
44;Ephemeral;17,36980725;25,29752743;-0,478413027;39,83967361;2102000;624,0785634;492,7544881;1029,142664;523,4047001
45;Ephemeral;32,80810358;25,84903922;-13,17014862;5,646366867;1902000;464,4869331;594,6928072;1496,88018;660,2439916
46;Ephemeral;28,80684908;36,41833984;-0,371532515;52,18589176;1801000;532,1644908;780,6301661;913,4250469;758,4842672
47;Ephemeral;23,17300529;21,2378522;-15,32413377;44,14131206;1902000;532,4890722;336,4846784;1360,288107;539,2760723
48;Ephemeral;25,87384709;17,54343131;13,74157079;30,5783206;2098000;477,0171254;583,6519422;1022,585964;501,2788268
49;Ephemeral;19,82155019;24,22836649;-8,448926766;28,22512477;2297000;582,6432136;463,9179408;1112,458478;775,4870267
50;Ephemeral;20,53093978;25,20189824;-9,459687143;34,28556794;2301000;549,0828366;404,9514742;961,7538227;619,4799094
51;Ephemeral;44,14217368;19,16895679;1,917274986;18,78010877;2500000;715,6752618;415,5254454;1402,301939;518,0303211
52;Ephemeral;8,724918252;46,22975258;1,223334542;40,68154234;1699000;765,2166693;665,7283899;858,0111797;558,9566527
53;Ephemeral;17,47332178;43,07498303;23,9952433;24,61510726;2211000;659,8571447;682,2916877;1043,650388;475,798056
81;Ephemeral;44,69263714;8,675889719;27,99793336;21,08861816;1715000;518,7185768;412,6499796;955,7923941;554,6883844
82;Ephemeral;44,48569284;18,10760244;-1,481937756;27,01023227;1664000;457,9094392;354,8946998;1014,192773;515,4279464
83;Ephemeral;24,62959537;27,33546573;48,7432523;44,96305033;1469000;551,5952977;372,3310471;972,0347463;852,1631879
84;Ephemeral;64,43420863;3,469449291;-1,079033114;16,03259703;1031000;628,0251189;496,2468778;914,4403794;482,3199935
85;Ephemeral;5,274673387;27,52875319;-20,07483909;14,03205862;1559000;796,3788156;354,7489107;1089,027815;581,8204899
86;Ephemeral;46,70838513;33,31499916;0,677460958;58,71888716;1383000;577,1404789;427,2953604;786,2152418;547,5639994
87;Ephemeral;53,62513226;21,60203065;-5,25845074;40,13323657;1617000;575,8516094;339,7559625;861,2197956;470,5627425
88;Ephemeral;44,16814383;22,83121532;-19,73053114;60,95159233;1418000;771,5045458;362,5082527;1020,850399;895,3376497
89;Ephemeral;91,69157636;27,66991876;-55,97128364;8,907525015;1683000;978,6338088;406,9830232;1242,054957;575,0780603
90;Ephemeral;28,9680868;6,154628177;-9,574974545;9,109903659;1687000;442,73455;456,5078097;1154,625731;632,8634251
91;Ephemeral;44,7019728;18,41237769;-27,73863821;50,14933867;2070000;569,0451927;370,399255;1392,156871;717,6209198
